line,type,level,gate_num,fixed_0,fixed_1,cop0,cop1,c
6345,2,4.000000,36,3.000000,0.000000,0.998088,0.001912,-1.494264,
12410,3,11.500000,11,1.000000,0.000000,0.999947,0.000053,-0.499947,
12254,3,6.500000,330,2.000000,0.000000,0.999645,0.000355,-0.999289,
12390,3,9.500000,11,1.000000,0.000000,0.999474,0.000526,-0.499474,
11718,3,18.500000,84,1.000000,0.000000,0.995286,0.004714,-0.495286,
11719,3,18.500000,84,1.000000,0.000000,0.995286,0.004714,-0.495286,
11720,3,18.500000,84,1.000000,0.000000,0.995286,0.004714,-0.495286,
11721,3,18.500000,84,1.000000,0.000000,0.995286,0.004714,-0.495286,
6358,2,5.000000,13,1.000000,0.000000,0.999947,0.000053,-0.499947,
12401,3,10.500000,11,1.000000,0.000000,0.999834,0.000166,-0.499834,
12262,3,6.500000,328,1.000000,0.000000,0.999645,0.000355,-0.499645,
12190,3,6.500000,322,1.000000,0.000000,0.999645,0.000355,-0.499645,
8249,-1,6.000000,18,0.000000,3.000000,0.059281,0.940719,-1.322157,
12435,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12436,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12437,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12438,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12439,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12440,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12441,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
8700,-2,7.000000,5,1.000000,0.000000,0.949562,0.050438,-0.449562,
12442,3,16.500000,86,1.000000,0.000000,0.999585,0.000415,-0.499585,
12180,3,3.500000,13,1.000000,0.000000,0.965318,0.034682,-0.465318,
7344,1,4.000000,5,0.000000,1.000000,0.001258,0.998742,-0.498742,
12393,3,9.500000,11,1.000000,0.000000,0.998623,0.001377,-0.498623,
11098,3,9.500000,10,1.000000,0.000000,0.994639,0.005361,-0.494639,
11099,3,9.500000,10,1.000000,0.000000,0.994639,0.005361,-0.494639,
11097,3,9.500000,10,1.000000,0.000000,0.994639,0.005361,-0.494639,
12369,3,7.500000,10,1.000000,0.000000,0.998617,0.001383,-0.498617,
6356,2,4.000000,13,1.000000,0.000000,0.991472,0.008528,-0.491472,
7377,1,7.000000,5,0.000000,1.000000,0.011929,0.988071,-0.488071,
7648,1,20.000000,83,0.000000,1.000000,0.013300,0.986700,-0.486700,
7654,1,20.000000,83,0.000000,1.000000,0.013300,0.986700,-0.486700,
8701,-2,7.000000,5,1.000000,0.000000,0.981362,0.018638,-0.481362,
7659,1,20.000000,82,0.000000,1.000000,0.013300,0.986700,-0.486700,
7669,1,20.000000,82,0.000000,1.000000,0.013300,0.986700,-0.486700,
6380,2,5.000000,11,1.000000,0.000000,0.978223,0.021777,-0.478223,
7336,1,5.000000,6,0.000000,1.000000,0.023283,0.976717,-0.476717,
12387,3,9.500000,11,1.000000,0.000000,0.976422,0.023578,-0.476422,
6555,2,5.000000,5,1.000000,0.000000,0.964804,0.035196,-0.464804,
6377,2,5.000000,11,1.000000,0.000000,0.958736,0.041264,-0.458736,
7301,2,45.000000,12,1.000000,0.000000,0.972423,0.027577,-0.472423,
12376,3,8.500000,10,1.000000,0.000000,0.960759,0.039241,-0.460759,
7322,1,2.000000,5,0.000000,1.000000,0.039876,0.960124,-0.460124,
7324,1,2.000000,5,0.000000,1.000000,0.039876,0.960124,-0.460124,
6365,2,4.000000,12,1.000000,0.000000,0.957468,0.042532,-0.457468,
11171,3,9.500000,10,1.000000,0.000000,0.947910,0.052090,-0.447910,
12379,3,8.500000,11,1.000000,0.000000,0.998335,0.001665,-0.498335,
12658,3,12.500000,6,0.000000,1.000000,0.050762,0.949238,-0.449238,
7153,2,20.000000,9,1.000000,0.000000,0.949038,0.050962,-0.449038,
12132,3,2.500000,11,1.000000,0.000000,0.938373,0.061627,-0.438373,
7326,1,2.000000,18,0.000000,1.000000,0.062500,0.937500,-0.437500,
8716,-2,12.000000,13,2.000000,0.000000,0.937500,0.062500,-0.875000,
6548,2,5.000000,5,1.000000,0.000000,0.936400,0.063600,-0.436400,
11513,3,13.500000,5,0.000000,1.000000,0.069092,0.930908,-0.430908,
6811,2,13.000000,12,1.000000,0.000000,0.925762,0.074238,-0.425762,
6374,2,4.000000,11,1.000000,0.000000,0.921964,0.078036,-0.421964,
6541,2,5.000000,5,1.000000,0.000000,0.919732,0.080268,-0.419732,
6368,2,5.000000,10,1.000000,0.000000,0.904754,0.095246,-0.404754,
