line,type,level,gate_num,fixed_0,fixed_1,cop0,cop1,c
22705,-2,11.000000,34,3.000000,1.000000,0.970206,0.029794,-0.940412,
23023,-2,18.000000,28,3.000000,0.000000,0.969525,0.030475,-1.408574,
22696,-2,11.000000,34,3.000000,1.000000,0.970200,0.029800,-0.940400,
16167,2,5.000000,18,3.000000,0.000000,0.991582,0.008418,-1.474746,
17589,2,12.000000,10,2.000000,0.000000,0.957595,0.042405,-0.915189,
17602,2,12.000000,10,2.000000,0.000000,0.957595,0.042405,-0.915189,
23281,-2,18.000000,19,0.000000,4.000000,0.050296,0.949704,-1.798815,
19503,1,11.000000,113,0.000000,2.000000,0.008690,0.991310,-0.982621,
35602,3,21.500000,23,1.000000,0.000000,0.999932,0.000068,-0.499932,
16171,2,5.000000,18,3.000000,0.000000,0.990059,0.009941,-1.470178,
22699,-2,11.000000,34,3.000000,1.000000,0.970200,0.029800,-0.940400,
23035,-2,18.000000,28,3.000000,0.000000,0.969521,0.030479,-1.408564,
23275,-2,18.000000,19,0.000000,4.000000,0.050296,0.949704,-1.798815,
23032,-2,18.000000,28,3.000000,0.000000,0.969520,0.030480,-1.408561,
37965,3,12.500000,65,1.000000,0.000000,0.999924,0.000076,-0.499924,
35456,3,20.500000,24,0.000000,1.000000,0.000245,0.999755,-0.499755,
35432,3,20.500000,24,0.000000,1.000000,0.000247,0.999753,-0.499753,
32891,3,6.500000,36,1.000000,0.000000,0.977982,0.022018,-0.477982,
19499,1,11.000000,113,0.000000,2.000000,0.008690,0.991310,-0.982621,
38175,3,18.500000,11,1.000000,0.000000,0.969520,0.030480,-0.469520,
38184,3,18.500000,9,1.000000,0.000000,0.969518,0.030482,-0.469518,
23366,-2,19.000000,18,3.000000,0.000000,0.968242,0.031758,-1.404725,
19375,2,33.000000,7,1.000000,0.000000,0.991583,0.008417,-0.491583,
18316,2,15.000000,7,1.000000,0.000000,0.992812,0.007188,-0.492812,
19162,2,27.000000,7,1.000000,0.000000,0.991511,0.008489,-0.491511,
35405,3,18.500000,8,0.000000,1.000000,0.008620,0.991380,-0.491380,
33208,3,8.500000,8,0.000000,1.000000,0.024383,0.975617,-0.475617,
33259,3,8.500000,8,0.000000,1.000000,0.024383,0.975617,-0.475617,
16175,2,5.000000,18,3.000000,0.000000,0.990059,0.009941,-1.470178,
23362,-2,19.000000,18,3.000000,0.000000,0.968242,0.031758,-1.404725,
35403,3,18.500000,8,0.000000,1.000000,0.008620,0.991380,-0.491380,
22691,-2,11.000000,23,2.000000,0.000000,0.964238,0.035762,-0.928476,
22692,-2,11.000000,23,2.000000,0.000000,0.964238,0.035762,-0.928476,
33372,3,8.500000,8,0.000000,1.000000,0.024383,0.975617,-0.475617,
22693,-2,11.000000,23,2.000000,0.000000,0.964233,0.035767,-0.928465,
22694,-2,11.000000,23,2.000000,0.000000,0.964233,0.035767,-0.928465,
23833,-2,32.000000,28,3.000000,0.000000,0.963189,0.036811,-1.389568,
22987,-2,14.000000,36,3.000000,1.000000,0.939326,0.060674,-0.878653,
23830,-2,32.000000,28,3.000000,0.000000,0.963187,0.036813,-1.389562,
35401,3,18.500000,8,0.000000,1.000000,0.008620,0.991380,-0.491380,
35596,3,21.500000,23,1.000000,0.000000,0.999931,0.000069,-0.499931,
23845,-2,32.000000,28,3.000000,0.000000,0.963183,0.036817,-1.389549,
35399,3,18.500000,8,0.000000,1.000000,0.008620,0.991380,-0.491380,
35588,3,21.500000,23,1.000000,0.000000,0.999931,0.000069,-0.499931,
35446,3,20.500000,24,0.000000,1.000000,0.000245,0.999755,-0.499755,
23841,-2,32.000000,28,3.000000,0.000000,0.963183,0.036817,-1.389548,
35438,3,20.500000,24,0.000000,1.000000,0.000247,0.999753,-0.499753,
23635,-2,26.000000,28,3.000000,0.000000,0.962897,0.037103,-1.388690,
23632,-2,26.000000,28,3.000000,0.000000,0.962895,0.037105,-1.388684,
17623,2,12.000000,10,2.000000,0.000000,0.961702,0.038298,-0.923405,
17633,2,12.000000,10,2.000000,0.000000,0.961702,0.038298,-0.923405,
35024,3,13.500000,7,1.000000,0.000000,0.996726,0.003274,-0.496726,
23349,-2,20.000000,28,3.000000,0.000000,0.961506,0.038494,-1.384518,
23647,-2,26.000000,28,3.000000,0.000000,0.962890,0.037110,-1.388671,
23346,-2,20.000000,28,3.000000,0.000000,0.961504,0.038496,-1.384512,
22989,-2,14.000000,36,3.000000,1.000000,0.939326,0.060674,-0.878653,
35362,3,15.500000,7,1.000000,0.000000,0.999733,0.000267,-0.499733,
35358,3,15.500000,7,1.000000,0.000000,0.999733,0.000267,-0.499733,
35354,3,15.500000,7,1.000000,0.000000,0.999733,0.000267,-0.499733,
35350,3,15.500000,7,1.000000,0.000000,0.999733,0.000267,-0.499733,
34479,3,10.500000,8,0.000000,1.000000,0.000670,0.999330,-0.499330,
35545,3,20.500000,8,0.000000,1.000000,0.001778,0.998222,-0.498222,
35604,3,21.500000,23,1.000000,0.000000,0.999126,0.000874,-0.499126,
22982,-2,14.000000,36,3.000000,1.000000,0.939319,0.060681,-0.878639,
17378,2,8.000000,203,2.000000,0.000000,0.933403,0.066597,-0.866805,
17360,2,8.000000,203,2.000000,0.000000,0.933392,0.066608,-0.866784,
17336,2,8.000000,203,2.000000,0.000000,0.933325,0.066675,-0.866650,
17305,2,8.000000,203,2.000000,0.000000,0.932927,0.067073,-0.865854,
23360,-2,20.000000,8,2.000000,0.000000,0.924940,0.075060,-0.849880,
21534,-1,23.000000,15,2.000000,0.000000,0.924622,0.075378,-0.849244,
23368,-2,20.000000,28,3.000000,0.000000,0.961516,0.038484,-1.384548,
35582,3,21.500000,23,1.000000,0.000000,0.999118,0.000882,-0.499118,
35111,3,14.500000,8,0.000000,1.000000,0.000934,0.999066,-0.499066,
35107,3,14.500000,8,0.000000,1.000000,0.000934,0.999066,-0.499066,
33829,3,10.500000,25,1.000000,1.000000,0.949254,0.050746,-0.000000,
38165,3,14.500000,20,3.000000,0.000000,0.939319,0.060681,-1.317958,
34356,3,12.500000,21,1.000000,0.000000,0.949254,0.050746,-0.449254,
34358,3,12.500000,21,1.000000,0.000000,0.949254,0.050746,-0.449254,
22820,-2,14.000000,9,1.000000,0.000000,0.948286,0.051714,-0.448286,
22825,-2,14.000000,9,1.000000,0.000000,0.948286,0.051714,-0.448286,
22830,-2,14.000000,9,1.000000,0.000000,0.948286,0.051714,-0.448286,
22985,-2,14.000000,36,3.000000,1.000000,0.939319,0.060681,-0.878639,
34352,3,12.500000,21,1.000000,0.000000,0.949254,0.050746,-0.449254,
35600,3,21.500000,23,1.000000,0.000000,0.988847,0.011153,-0.488847,
35389,3,16.500000,32,1.000000,0.000000,0.932298,0.067702,-0.432298,
35592,3,21.500000,23,1.000000,0.000000,0.988847,0.011153,-0.488847,
35392,3,16.500000,32,1.000000,0.000000,0.932298,0.067702,-0.432298,
33312,3,8.500000,8,0.000000,1.000000,0.024383,0.975617,-0.475617,
23359,-2,20.000000,28,3.000000,0.000000,0.961515,0.038485,-1.384544,
34149,3,10.500000,25,1.000000,1.000000,0.949254,0.050746,-0.000000,
35355,3,18.500000,24,0.000000,1.000000,0.058662,0.941338,-0.441338,
35359,3,18.500000,24,0.000000,1.000000,0.058662,0.941338,-0.441338,
37524,3,16.500000,27,1.000000,1.000000,0.058662,0.941338,-0.000000,
37526,3,16.500000,27,1.000000,1.000000,0.058662,0.941338,-0.000000,
35396,3,16.500000,32,1.000000,0.000000,0.932186,0.067814,-0.432186,
35393,3,16.500000,32,1.000000,0.000000,0.932186,0.067814,-0.432186,
21622,-1,29.000000,7,1.000000,0.000000,0.927284,0.072716,-0.427284,
22610,-2,11.000000,28,1.000000,0.000000,0.922303,0.077697,-0.422303,
22608,-2,11.000000,28,1.000000,0.000000,0.922303,0.077697,-0.422303,
32207,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32247,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32201,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32291,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
23838,-2,32.000000,9,1.000000,0.000000,0.939115,0.060885,-0.439115,
22602,-2,11.000000,28,1.000000,0.000000,0.922307,0.077693,-0.422307,
19747,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
23840,-2,32.000000,9,1.000000,0.000000,0.939115,0.060885,-0.439115,
23636,-2,26.000000,9,1.000000,0.000000,0.938631,0.061369,-0.438631,
35598,3,21.500000,23,1.000000,0.000000,0.999126,0.000874,-0.499126,
19748,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
23640,-2,26.000000,9,1.000000,0.000000,0.938631,0.061369,-0.438631,
23831,-2,32.000000,9,1.000000,0.000000,0.939115,0.060885,-0.439115,
19752,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
35578,3,21.500000,23,1.000000,0.000000,0.988788,0.011212,-0.488788,
23642,-2,26.000000,9,1.000000,0.000000,0.938631,0.061369,-0.438631,
17503,2,8.000000,52,1.000000,0.000000,0.936651,0.063349,-0.436651,
17516,2,8.000000,52,1.000000,0.000000,0.936651,0.063349,-0.436651,
19756,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
17543,2,8.000000,52,1.000000,0.000000,0.928516,0.071484,-0.428516,
19761,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
35347,3,18.500000,24,0.000000,1.000000,0.058743,0.941257,-0.441257,
35351,3,18.500000,24,0.000000,1.000000,0.058743,0.941257,-0.441257,
21431,-1,21.000000,7,1.000000,0.000000,0.940894,0.059106,-0.440894,
17531,2,8.000000,52,1.000000,0.000000,0.936651,0.063349,-0.436651,
35584,3,21.500000,23,1.000000,0.000000,0.988788,0.011212,-0.488788,
19767,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
19772,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
19775,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
34020,3,8.500000,8,0.000000,1.000000,0.023271,0.976729,-0.476729,
38425,3,32.500000,9,1.000000,0.000000,0.963196,0.036804,-0.463196,
19776,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
38293,3,20.500000,9,1.000000,0.000000,0.961514,0.038486,-0.461514,
38423,3,32.500000,9,1.000000,0.000000,0.963197,0.036803,-0.463197,
38298,3,20.500000,11,1.000000,0.000000,0.961514,0.038486,-0.461514,
19778,-1,5.000000,10,1.000000,1.000000,0.080140,0.919860,-0.000000,
19874,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
38301,3,20.500000,9,1.000000,0.000000,0.961513,0.038487,-0.461513,
34000,3,8.500000,8,0.000000,1.000000,0.039607,0.960393,-0.460393,
23347,-2,20.000000,9,1.000000,0.000000,0.934695,0.065305,-0.434695,
19879,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
23354,-2,20.000000,9,1.000000,0.000000,0.934695,0.065305,-0.434695,
23358,-2,20.000000,9,1.000000,0.000000,0.934695,0.065305,-0.434695,
19883,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
19865,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
38416,3,32.500000,11,1.000000,0.000000,0.963197,0.036803,-0.463197,
23643,-2,26.000000,28,3.000000,0.000000,0.962905,0.037095,-1.388715,
38187,3,18.500000,9,1.000000,0.000000,0.969533,0.030467,-0.469533,
32335,3,7.500000,7,0.000000,1.000000,0.083783,0.916217,-0.416217,
32331,3,7.500000,7,0.000000,1.000000,0.083783,0.916217,-0.416217,
32366,3,7.500000,7,0.000000,1.000000,0.083783,0.916217,-0.416217,
35590,3,21.500000,23,1.000000,0.000000,0.999118,0.000882,-0.499118,
32394,3,7.500000,7,0.000000,1.000000,0.083783,0.916217,-0.416217,
19873,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
19845,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
23633,-2,26.000000,9,1.000000,0.000000,0.938631,0.061369,-0.438631,
19855,-1,5.000000,10,1.000000,1.000000,0.083783,0.916217,-0.000000,
32281,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32285,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32314,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32351,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32388,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32488,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32416,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
34350,3,12.500000,21,1.000000,0.000000,0.949254,0.050746,-0.449254,
32446,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32472,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32476,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32458,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32496,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32516,3,7.500000,7,0.000000,1.000000,0.083845,0.916155,-0.416155,
32220,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32434,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
34150,3,10.500000,25,1.000000,1.000000,0.949254,0.050746,-0.000000,
34157,3,10.500000,25,1.000000,1.000000,0.949254,0.050746,-0.000000,
35328,3,17.500000,7,1.000000,0.000000,0.980970,0.019030,-0.480970,
32224,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32264,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32299,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32345,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32382,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32408,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32438,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32442,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32428,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32464,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
32492,3,7.500000,7,0.000000,1.000000,0.084438,0.915562,-0.415562,
35330,3,17.500000,7,1.000000,0.000000,0.980970,0.019030,-0.480970,
32368,3,7.500000,7,0.000000,1.000000,0.085604,0.914396,-0.414396,
32353,3,7.500000,7,0.000000,1.000000,0.085668,0.914332,-0.414332,
32398,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
19830,-1,5.000000,10,1.000000,1.000000,0.087145,0.912855,-0.000000,
32372,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
32333,3,7.500000,7,0.000000,1.000000,0.085604,0.914396,-0.414396,
32316,3,7.500000,7,0.000000,1.000000,0.085668,0.914332,-0.414332,
32337,3,7.500000,7,0.000000,1.000000,0.083356,0.916644,-0.416644,
19821,-1,5.000000,10,1.000000,1.000000,0.087145,0.912855,-0.000000,
35332,3,17.500000,7,1.000000,0.000000,0.980970,0.019030,-0.480970,
32330,3,7.500000,7,1.000000,0.000000,0.914706,0.085294,-0.414706,
32283,3,7.500000,7,0.000000,1.000000,0.085668,0.914332,-0.414332,
23631,-2,26.000000,9,1.000000,0.000000,0.938631,0.061369,-0.438631,
32147,3,7.500000,7,1.000000,0.000000,0.914706,0.085294,-0.414706,
32219,3,7.500000,7,1.000000,0.000000,0.914706,0.085294,-0.414706,
32280,3,7.500000,7,1.000000,0.000000,0.914706,0.085294,-0.414706,
32289,3,7.500000,7,0.000000,1.000000,0.085604,0.914396,-0.414396,
