line,type,level,gate_num,and,nand,or,nor,not,xor,fixed_0,fixed_1,non_fixed
23643,-2,26.000000,28,3,12,0,3,10,0,3,0,3,
23349,-2,20.000000,28,3,12,0,3,10,0,3,0,3,
23346,-2,20.000000,28,3,12,0,3,10,0,3,0,3,
23368,-2,20.000000,28,3,12,0,3,10,0,3,0,3,
23359,-2,20.000000,28,3,12,0,3,10,0,3,0,3,
19490,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19494,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19498,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19502,1,10.000000,114,24,14,2,22,52,0,0,3,3,
38167,3,14.500000,20,3,0,0,3,14,0,3,0,3,
38169,3,14.500000,20,3,0,0,3,14,0,3,0,3,
38161,3,14.500000,20,3,0,0,3,14,0,3,0,3,
38165,3,14.500000,20,3,0,0,3,14,0,3,0,3,
34367,3,10.500000,29,5,4,0,7,13,0,0,2,2,
34368,3,10.500000,41,7,3,1,7,23,0,0,2,2,
34371,3,10.500000,29,5,4,0,7,13,0,0,2,2,
34372,3,10.500000,41,7,3,1,7,23,0,0,2,2,
34375,3,10.500000,29,5,4,0,7,13,0,0,2,2,
34376,3,10.500000,41,7,3,1,7,23,0,0,2,2,
34379,3,10.500000,29,5,4,0,7,13,0,0,2,2,
34380,3,10.500000,41,7,3,1,7,23,0,0,2,2,
22702,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22705,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22696,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22699,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
17623,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17633,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17597,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17610,2,12.000000,10,0,3,1,0,6,0,2,0,2,
22693,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22694,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22691,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22692,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22831,-2,14.000000,8,2,0,0,1,5,0,2,0,2,
17378,2,8.000000,203,25,85,0,35,58,0,2,0,2,
17360,2,8.000000,203,25,85,0,35,58,0,2,0,2,
17336,2,8.000000,203,25,85,0,35,58,0,2,0,2,
17305,2,8.000000,203,25,85,0,35,58,0,2,0,2,
23842,-2,32.000000,8,2,0,0,1,5,0,2,0,2,
23644,-2,26.000000,8,2,0,0,1,5,0,2,0,2,
23360,-2,20.000000,8,2,0,0,1,5,0,2,0,2,
35602,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35606,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35588,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35596,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35446,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35456,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35432,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35438,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35393,3,16.500000,32,7,4,0,8,13,0,1,0,1,
35396,3,16.500000,32,7,4,0,8,13,0,1,0,1,
35389,3,16.500000,32,7,4,0,8,13,0,1,0,1,
35392,3,16.500000,32,7,4,0,8,13,0,1,0,1,
35598,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35604,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35582,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35590,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35020,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35022,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35024,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35026,3,13.500000,7,1,0,0,2,4,0,1,0,1,
34488,3,10.500000,8,1,0,0,2,5,0,0,1,1,
34479,3,10.500000,8,1,0,0,2,5,0,0,1,1,
35440,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35448,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35430,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35434,3,20.500000,24,5,0,0,5,14,0,0,1,1,
34861,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34879,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34883,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34891,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34003,3,9.500000,7,1,0,0,2,4,0,1,0,1,
34344,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34346,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34348,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34350,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34352,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34354,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34356,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34358,3,12.500000,21,4,0,0,4,13,0,1,0,1,
35543,3,20.500000,8,1,0,0,2,5,0,0,1,1,
35545,3,20.500000,8,1,0,0,2,5,0,0,1,1,
35547,3,20.500000,8,1,0,0,2,5,0,0,1,1,
35549,3,20.500000,8,1,0,0,2,5,0,0,1,1,
35592,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35600,3,21.500000,23,5,0,0,5,13,0,1,0,1,
34600,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34614,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34634,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34658,3,11.500000,7,1,0,0,2,4,0,1,0,1,
35578,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35584,3,21.500000,23,5,0,0,5,13,0,1,0,1,
34053,3,9.500000,7,1,0,0,2,4,0,1,0,1,
35423,3,19.500000,7,1,0,0,2,4,0,1,0,1,
35425,3,19.500000,7,1,0,0,2,4,0,1,0,1,
35427,3,19.500000,7,1,0,0,2,4,0,1,0,1,
35429,3,19.500000,7,1,0,0,2,4,0,1,0,1,
35399,3,18.500000,8,1,0,0,2,5,0,0,1,1,
35401,3,18.500000,8,1,0,0,2,5,0,0,1,1,
35403,3,18.500000,8,1,0,0,2,5,0,0,1,1,
35405,3,18.500000,8,1,0,0,2,5,0,0,1,1,
35480,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35484,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35472,3,20.500000,24,5,0,0,5,14,0,0,1,1,
35476,3,20.500000,24,5,0,0,5,14,0,0,1,1,
34316,3,9.500000,29,5,5,0,6,13,0,1,0,1,
34321,3,9.500000,29,5,5,0,6,13,0,1,0,1,
35328,3,17.500000,7,1,0,0,2,4,0,1,0,1,
35330,3,17.500000,7,1,0,0,2,4,0,1,0,1,
35332,3,17.500000,7,1,0,0,2,4,0,1,0,1,
35334,3,17.500000,7,1,0,0,2,4,0,1,0,1,
34326,3,9.500000,29,5,5,0,6,13,0,1,0,1,
34331,3,9.500000,29,5,5,0,6,13,0,1,0,1,
32891,3,6.500000,36,3,0,1,1,31,0,1,0,1,
38201,3,18.500000,9,2,0,0,2,5,0,1,0,1,
38195,3,18.500000,9,2,0,0,2,5,0,1,0,1,
38187,3,18.500000,9,2,0,0,2,5,0,1,0,1,
38175,3,18.500000,11,1,4,0,1,5,0,1,0,1,
38184,3,18.500000,9,2,0,0,2,5,0,1,0,1,
38444,3,32.500000,9,2,0,0,2,5,0,1,0,1,
38436,3,32.500000,9,2,0,0,2,5,0,1,0,1,
38428,3,32.500000,9,2,0,0,2,5,0,1,0,1,
38416,3,32.500000,11,1,4,0,1,5,0,1,0,1,
38425,3,32.500000,9,2,0,0,2,5,0,1,0,1,
38399,3,26.500000,9,2,0,0,2,5,0,1,0,1,
38391,3,26.500000,9,2,0,0,2,5,0,1,0,1,
38383,3,26.500000,9,2,0,0,2,5,0,1,0,1,
38371,3,26.500000,11,1,4,0,1,5,0,1,0,1,
38380,3,26.500000,9,2,0,0,2,5,0,1,0,1,
38332,3,20.500000,9,2,0,0,2,5,0,1,0,1,
38321,3,20.500000,9,2,0,0,2,5,0,1,0,1,
38310,3,20.500000,9,2,0,0,2,5,0,1,0,1,
38292,3,20.500000,11,1,4,0,1,5,0,1,0,1,
38301,3,20.500000,9,2,0,0,2,5,0,1,0,1,
35586,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35594,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35576,3,21.500000,23,5,0,0,5,13,0,1,0,1,
35580,3,21.500000,23,5,0,0,5,13,0,1,0,1,
21431,-1,21.000000,7,1,0,0,1,5,0,1,0,1,
17503,2,8.000000,52,12,0,3,10,27,0,1,0,1,
17516,2,8.000000,52,12,0,3,10,27,0,1,0,1,
17524,2,8.000000,52,12,0,3,10,27,0,1,0,1,
17531,2,8.000000,52,12,0,3,10,27,0,1,0,1,
21658,-1,35.000000,7,1,0,0,1,5,0,1,0,1,
21622,-1,29.000000,7,1,0,0,1,5,0,1,0,1,
21542,-1,23.000000,7,1,0,0,1,5,0,1,0,1,
32364,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32370,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32392,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32420,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32452,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32478,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32502,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32518,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32524,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32528,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32534,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32312,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32318,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32349,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32386,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32414,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32444,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32470,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32494,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32500,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32514,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32526,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32262,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32268,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32297,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32343,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32380,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32406,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32436,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32462,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32468,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32490,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32512,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32201,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32207,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32247,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32291,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32337,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32372,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32398,3,7.500000,7,1,0,0,1,5,0,0,1,1,
