line,type,level,gate_num,and,nand,or,nor,not,xor,fixed_0,fixed_1,non_fixed
32349,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32386,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32414,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32444,3,7.500000,7,1,0,0,1,5,0,0,1,1,
17272,2,9.000000,304,64,7,3,47,183,0,5,0,5,
32470,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32494,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32500,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32514,3,7.500000,7,1,0,0,1,5,0,0,1,1,
17308,2,9.000000,304,64,7,3,47,183,0,5,0,5,
37141,3,8.500000,102,18,12,1,20,51,0,2,4,2,
33944,3,8.500000,61,10,7,1,9,34,0,1,0,1,
32526,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32262,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32268,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32297,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32343,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32380,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32406,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32436,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32462,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32468,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32490,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32512,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32201,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32207,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32247,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32291,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32337,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32372,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32398,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32428,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32434,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32458,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32488,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32331,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32335,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32366,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32394,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32422,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32454,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32480,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32504,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32508,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32520,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32530,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32281,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32285,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32314,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32351,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32388,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32416,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32446,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32472,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32476,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32496,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32516,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32220,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32224,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32264,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32299,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32345,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32382,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32408,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32438,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32442,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32464,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32492,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32287,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32289,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32333,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32368,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32396,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32424,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32456,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32482,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32484,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32506,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32522,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32226,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32228,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32283,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32316,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32353,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32390,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32418,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32448,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32450,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32474,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32498,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32154,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32156,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32222,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32266,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32301,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32347,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32384,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32410,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32412,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32440,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32466,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32148,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32152,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32203,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32249,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32293,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32339,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32374,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32400,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32404,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32430,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32460,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32086,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32088,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32150,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32205,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32251,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32295,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32341,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32376,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32378,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32402,3,7.500000,7,1,0,0,1,5,0,0,1,1,
32432,3,7.500000,7,1,0,0,1,5,0,0,1,1,
34003,3,9.500000,7,1,0,0,2,4,0,1,0,1,
34053,3,9.500000,7,1,0,0,2,4,0,1,0,1,
19458,1,10.000000,415,87,12,3,72,241,0,0,15,15,
19466,1,10.000000,415,87,12,3,72,241,0,0,15,15,
19439,1,10.000000,415,87,12,3,72,241,0,0,15,15,
19449,1,10.000000,415,87,12,3,72,241,0,0,15,15,
19490,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19494,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19498,1,10.000000,114,24,14,2,22,52,0,0,3,3,
19502,1,10.000000,114,24,14,2,22,52,0,0,3,3,
34488,3,10.500000,8,1,0,0,2,5,0,0,1,1,
36243,3,10.500000,291,61,5,2,47,176,0,1,0,1,
36245,3,10.500000,291,61,5,2,47,176,0,1,0,1,
36239,3,10.500000,291,61,5,2,47,176,0,1,0,1,
36241,3,10.500000,291,61,5,2,47,176,0,1,0,1,
34479,3,10.500000,8,1,0,0,2,5,0,0,1,1,
22691,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22692,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22694,-2,11.000000,23,3,4,0,3,13,0,2,0,2,
22369,-2,11.000000,95,16,4,0,19,56,0,15,1,14,
22371,-2,11.000000,95,16,4,0,19,56,0,15,1,14,
22373,-2,11.000000,95,16,4,0,19,56,0,15,1,14,
22374,-2,11.000000,95,16,4,0,19,56,0,15,1,14,
22705,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22696,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22699,-2,11.000000,34,6,3,1,3,21,0,3,1,2,
22602,-2,11.000000,28,5,4,0,6,13,0,1,0,1,
22605,-2,11.000000,28,5,4,0,6,13,0,1,0,1,
22610,-2,11.000000,28,5,4,0,6,13,0,1,0,1,
17424,2,11.000000,21,4,0,0,4,13,0,1,0,1,
17411,2,11.000000,21,4,0,0,4,13,0,1,0,1,
17400,2,11.000000,21,4,0,0,4,13,0,1,0,1,
17393,2,11.000000,21,4,0,0,4,13,0,1,0,1,
21355,-1,12.000000,23,4,0,0,5,14,0,1,3,2,
21356,-1,12.000000,23,4,0,0,5,14,0,1,3,2,
21357,-1,12.000000,23,4,0,0,5,14,0,1,3,2,
21358,-1,12.000000,23,4,0,0,5,14,0,1,3,2,
34600,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34614,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34634,3,11.500000,7,1,0,0,2,4,0,1,0,1,
34658,3,11.500000,7,1,0,0,2,4,0,1,0,1,
17623,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17633,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17597,2,12.000000,10,0,3,1,0,6,0,2,0,2,
17610,2,12.000000,10,0,3,1,0,6,0,2,0,2,
38082,3,11.500000,6,1,0,0,1,4,0,1,0,1,
38083,3,11.500000,6,1,0,0,1,4,0,1,0,1,
38084,3,11.500000,6,1,0,0,1,4,0,1,0,1,
20945,-1,13.000000,405,83,10,2,70,240,0,0,8,8,
20946,-1,13.000000,405,83,10,2,70,240,0,0,8,8,
20940,-1,13.000000,405,83,10,2,70,240,0,0,8,8,
20943,-1,13.000000,405,83,10,2,70,240,0,0,8,8,
34861,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34879,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34883,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34891,3,12.500000,8,1,0,0,2,5,0,0,1,1,
34344,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34346,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34348,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34350,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34352,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34354,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34356,3,12.500000,21,4,0,0,4,13,0,1,0,1,
34358,3,12.500000,21,4,0,0,4,13,0,1,0,1,
35020,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35022,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35024,3,13.500000,7,1,0,0,2,4,0,1,0,1,
35026,3,13.500000,7,1,0,0,2,4,0,1,0,1,
18316,2,15.000000,7,1,0,0,1,5,0,1,0,1,
38167,3,14.500000,20,3,0,0,3,14,0,3,0,3,
22817,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22820,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22822,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22825,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22828,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22830,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22832,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
22834,-2,14.000000,9,2,0,0,2,5,0,1,0,1,
